uid: 5ef8cc11-23eb-01f1-9d55-30bf9d3d8cb4
version: feedback_first
{ 'docs.google.com': { deltaActiveTime: -8029.805000000006, deltaVisitTimes: -10 },
  'atom.io': { deltaActiveTime: -36.884, deltaVisitTimes: -1 },
  'www.macmall.com': { deltaActiveTime: -69.031, deltaVisitTimes: -1 },
  'www.cacr.caltech.edu': { deltaActiveTime: -10.065999999999999, deltaVisitTimes: -1 },
  'www.jetbrains.com': { deltaActiveTime: -281.836, deltaVisitTimes: -2 },
  'blog.bittersweetryan.com': { deltaActiveTime: -2.925, deltaVisitTimes: -1 },
  'tiquestions.wordpress.com': { deltaActiveTime: -488.3270000000001, deltaVisitTimes: -2 },
  'www.oracle.com': { deltaActiveTime: -282.63, deltaVisitTimes: -1 },
  'wiki.jetbrains.net': { deltaActiveTime: -446.898, deltaVisitTimes: -4 },
  'forum.xda-developers.com': { deltaActiveTime: -91.451, deltaVisitTimes: -1 },
  'community.linuxmint.com': { deltaActiveTime: -43.654, deltaVisitTimes: -1 },
  'geekycoder.wordpress.com': { deltaActiveTime: -30.070999999999998, deltaVisitTimes: -1 },
  'www.linuxquestions.org': { deltaActiveTime: -4.235, deltaVisitTimes: -1 },
  'secure1.store.apple.com': { deltaActiveTime: -53.751, deltaVisitTimes: -4 },
  'iforgot.apple.com': { deltaActiveTime: -10.434999999999999, deltaVisitTimes: -2 },
  'ssl.linklings.net': { deltaActiveTime: -86.108, deltaVisitTimes: -2 },
  'www.imdb.com': { deltaActiveTime: -33.288, deltaVisitTimes: -1 },
  'www.ibtimes.com': { deltaActiveTime: -9.499, deltaVisitTimes: -1 } }
number of sites: 343
average delta in active time: 101.29012244897957
average delta in visit times: 0.39067055393586003
